    1.08500e+03    1.00000e+02
    9.60000e+02    1.20000e+02
    9.30000e+02    1.40000e+02
    9.30000e+02    1.40000e+02
    9.30000e+02    1.40000e+02
    1.00000e+03    1.40000e+02
    9.30000e+02    1.50000e+02
    9.30000e+02    1.50000e+02
    9.30000e+02    1.50000e+02
    9.30000e+02    1.50000e+02
    9.30000e+02    1.50000e+02
    9.30000e+02    1.50000e+02
    1.00000e+03    1.20000e+02
    9.30000e+02    1.50000e+02
    9.30000e+02    1.50000e+02
    1.00000e+03    1.20000e+02
    1.00000e+03    1.10000e+02
    1.00000e+03    1.10000e+02
    1.00000e+03    1.10000e+02
    9.30000e+02    1.10000e+02
    9.80000e+02    1.10000e+02
    9.30000e+02    1.20000e+02
    9.30000e+02    1.20000e+02
    1.08500e+03    1.00000e+02
    9.30000e+02    1.20000e+02
    9.30000e+02    1.20000e+02
    9.30000e+02    1.20000e+02
    9.30000e+02    1.20000e+02
    1.02500e+03    1.20000e+02
    9.30000e+02    1.30000e+02
    9.30000e+02    1.30000e+02
    9.30000e+02    1.30000e+02
    1.02500e+03    1.30000e+02
    9.30000e+02    1.30000e+02
    1.08500e+03    1.00000e+02
    9.30000e+02    1.30000e+02
    9.30000e+02    1.30000e+02
    9.30000e+02    1.30000e+02
    9.30000e+02    1.30000e+02
    9.30000e+02    1.30000e+02
    9.30000e+02    1.30000e+02
    1.00000e+03    1.30000e+02
    1.00000e+03    1.30000e+02
    1.00000e+03    1.30000e+02
    9.30000e+02    1.30000e+02
    1.08500e+03    1.00000e+02
    9.30000e+02    1.30000e+02
    9.30000e+02    1.30000e+02
    9.30000e+02    1.30000e+02
    1.02500e+03    1.30000e+02
    9.30000e+02    1.30000e+02
    9.30000e+02    1.30000e+02
    9.30000e+02    1.30000e+02
    9.30000e+02    1.30000e+02
    9.30000e+02    1.30000e+02
    9.30000e+02    1.30000e+02
    1.08500e+03    1.00000e+02
    9.30000e+02    1.30000e+02
    9.30000e+02    1.20000e+02
    1.00000e+03    1.30000e+02
    1.00000e+03    1.20000e+02
    1.00000e+03    1.20000e+02
    1.00000e+03    1.20000e+02
    9.30000e+02    1.40000e+02
    9.30000e+02    1.40000e+02
    9.30000e+02    1.40000e+02
    9.30000e+02    1.40000e+02
    1.08500e+03    1.00000e+02
    9.30000e+02    1.40000e+02
    9.30000e+02    1.30000e+02
    9.30000e+02    1.30000e+02
    9.30000e+02    1.30000e+02
    9.30000e+02    1.30000e+02
    9.30000e+02    1.30000e+02
    9.30000e+02    1.30000e+02
    9.30000e+02    1.30000e+02
    9.30000e+02    1.30000e+02
    1.00000e+03    1.30000e+02
    1.08500e+03    1.00000e+02
    1.00000e+03    1.30000e+02
    1.00000e+03    1.30000e+02
    1.02000e+03    1.30000e+02
    1.02000e+03    1.30000e+02
    9.30000e+02    1.40000e+02
    9.30000e+02    1.40000e+02
    9.30000e+02    1.40000e+02
    9.30000e+02    1.40000e+02
    9.30000e+02    1.40000e+02
    9.30000e+02    1.40000e+02
    9.92000e+02    1.10000e+02
    9.30000e+02    1.40000e+02
    1.00000e+03    1.40000e+02
    9.30000e+02    1.40000e+02
    9.30000e+02    1.40000e+02
    9.30000e+02    1.40000e+02
    9.30000e+02    1.40000e+02
    9.30000e+02    1.40000e+02
    9.30000e+02    1.40000e+02
    9.30000e+02    1.20000e+02
    9.30000e+02    1.20000e+02
    8.70000e+02    1.20000e+02
    9.30000e+02    1.20000e+02
    1.00000e+03    1.20000e+02
    1.00000e+03    1.20000e+02
    1.00000e+03    1.20000e+02
    1.00000e+03    1.20000e+02
    1.00000e+03    1.20000e+02
    1.00000e+03    1.20000e+02
    1.09000e+03    1.40000e+02
    9.30000e+02    1.40000e+02
    9.30000e+02    1.40000e+02
