    6.00000e-03    1.00000e+02    7.00000e+01    1.20000e+02
    7.00000e-03    1.20000e+02    8.00000e+01    1.40000e+02
    1.40000e-02    1.40000e+02    1.00000e+02    1.60000e+02
    1.40000e-02    1.40000e+02    1.00000e+02    1.60000e+02
    1.40000e-02    1.40000e+02    1.00000e+02    1.60000e+02
    1.40000e-02    1.40000e+02    1.00000e+02    1.60000e+02
    1.60000e-02    1.50000e+02    1.10000e+02    1.70000e+02
    1.60000e-02    1.50000e+02    1.10000e+02    1.70000e+02
    1.60000e-02    1.50000e+02    1.10000e+02    1.70000e+02
    1.60000e-02    1.50000e+02    1.10000e+02    1.70000e+02
    1.60000e-02    1.50000e+02    1.10000e+02    1.70000e+02
    1.80000e-02    1.50000e+02    1.10000e+02    1.70000e+02
    7.00000e-03    1.20000e+02    8.00000e+01    1.40000e+02
    1.80000e-02    1.50000e+02    1.10000e+02    1.70000e+02
    1.80000e-02    1.50000e+02    1.10000e+02    1.70000e+02
    7.00000e-03    1.20000e+02    8.00000e+01    1.40000e+02
    8.00000e-03    1.10000e+02    7.00000e+01    1.30000e+02
    8.00000e-03    1.10000e+02    7.00000e+01    1.30000e+02
    8.00000e-03    1.10000e+02    7.00000e+01    1.30000e+02
    9.00000e-03    1.10000e+02    7.00000e+01    1.30000e+02
    9.00000e-03    1.10000e+02    7.00000e+01    1.30000e+02
    1.00000e-02    1.20000e+02    8.00000e+01    1.40000e+02
    1.00000e-02    1.20000e+02    8.00000e+01    1.40000e+02
    6.00000e-03    1.00000e+02    7.00000e+01    1.20000e+02
    1.00000e-02    1.20000e+02    8.00000e+01    1.40000e+02
    1.00000e-02    1.20000e+02    8.00000e+01    1.40000e+02
    1.00000e-02    1.20000e+02    8.00000e+01    1.40000e+02
    1.00000e-02    1.20000e+02    8.00000e+01    1.40000e+02
    1.00000e-02    1.20000e+02    8.00000e+01    1.40000e+02
    1.00000e-02    1.30000e+02    9.00000e+01    1.50000e+02
    1.00000e-02    1.30000e+02    9.00000e+01    1.50000e+02
    1.00000e-02    1.30000e+02    9.00000e+01    1.50000e+02
    1.00000e-02    1.30000e+02    9.00000e+01    1.50000e+02
    1.10000e-02    1.30000e+02    9.00000e+01    1.50000e+02
    6.00000e-03    1.00000e+02    7.00000e+01    1.20000e+02
    1.10000e-02    1.30000e+02    9.00000e+01    1.50000e+02
    1.10000e-02    1.30000e+02    9.00000e+01    1.50000e+02
    1.10000e-02    1.30000e+02    9.00000e+01    1.50000e+02
    1.10000e-02    1.30000e+02    9.00000e+01    1.50000e+02
    1.10000e-02    1.30000e+02    9.00000e+01    1.50000e+02
    1.10000e-02    1.30000e+02    9.00000e+01    1.50000e+02
    1.10000e-02    1.30000e+02    9.00000e+01    1.50000e+02
    1.10000e-02    1.30000e+02    9.00000e+01    1.50000e+02
    1.10000e-02    1.30000e+02    9.00000e+01    1.50000e+02
    1.10000e-02    1.30000e+02    9.00000e+01    1.50000e+02
    6.00000e-03    1.00000e+02    7.00000e+01    1.20000e+02
    1.10000e-02    1.30000e+02    9.00000e+01    1.50000e+02
    1.10000e-02    1.30000e+02    9.00000e+01    1.50000e+02
    1.10000e-02    1.30000e+02    9.00000e+01    1.50000e+02
    1.10000e-02    1.30000e+02    9.00000e+01    1.50000e+02
